Bandit,Reward,Algorithm
1,2.9890650611223926,EpsilonGreedyBandit
3,4.271152103376442,EpsilonGreedyBandit
1,2.5177240354284325,EpsilonGreedyBandit
1,2.730760797805385,EpsilonGreedyBandit
1,0.005516472764644842,EpsilonGreedyBandit
3,3.9555676113533127,EpsilonGreedyBandit
3,3.53715436178674,EpsilonGreedyBandit
3,3.5005133844088774,EpsilonGreedyBandit
0,-0.6771179674930197,EpsilonGreedyBandit
1,1.7737027093681548,EpsilonGreedyBandit
3,3.691026372328638,EpsilonGreedyBandit
3,4.774789071136412,EpsilonGreedyBandit
2,3.7294773511193147,EpsilonGreedyBandit
3,2.5674735379222966,EpsilonGreedyBandit
1,2.0655471914809005,EpsilonGreedyBandit
1,1.5491166609390656,EpsilonGreedyBandit
3,5.249930270916532,EpsilonGreedyBandit
1,3.53594041124006,EpsilonGreedyBandit
1,2.38724679237913,EpsilonGreedyBandit
3,5.836266371774976,EpsilonGreedyBandit
1,2.3115103972355024,EpsilonGreedyBandit
1,1.619114872404321,EpsilonGreedyBandit
2,2.4371300461315863,EpsilonGreedyBandit
2,2.0885350261915443,EpsilonGreedyBandit
3,2.7843142774893925,EpsilonGreedyBandit
2,1.9395110038351624,EpsilonGreedyBandit
3,4.071965533404246,EpsilonGreedyBandit
2,2.147898673289178,EpsilonGreedyBandit
0,0.20020887766381001,EpsilonGreedyBandit
2,3.741698936363626,EpsilonGreedyBandit
2,2.0229515194391787,EpsilonGreedyBandit
2,5.143843533745065,EpsilonGreedyBandit
2,3.124561590424819,EpsilonGreedyBandit
0,1.8720184617072806,EpsilonGreedyBandit
1,2.9772375341655253,EpsilonGreedyBandit
0,0.36697756145710736,EpsilonGreedyBandit
1,3.251849786907648,EpsilonGreedyBandit
0,1.3531951014296073,EpsilonGreedyBandit
3,4.613342399657451,EpsilonGreedyBandit
3,5.276798560182023,EpsilonGreedyBandit
1,1.1110548427064968,EpsilonGreedyBandit
2,4.181981951156656,EpsilonGreedyBandit
3,2.542722828933526,EpsilonGreedyBandit
2,3.3063911103691086,EpsilonGreedyBandit
0,-0.08432297030191793,EpsilonGreedyBandit
1,3.013318343061368,EpsilonGreedyBandit
0,-1.178634131068014,EpsilonGreedyBandit
1,1.3582298944134388,EpsilonGreedyBandit
3,4.333951216202988,EpsilonGreedyBandit
1,1.8316326127335132,EpsilonGreedyBandit
0,1.2096051772336462,EpsilonGreedyBandit
3,4.158056308014156,EpsilonGreedyBandit
3,4.032623994786813,EpsilonGreedyBandit
1,0.5086441676783537,EpsilonGreedyBandit
1,0.6448902210302838,EpsilonGreedyBandit
3,3.848622313903919,EpsilonGreedyBandit
3,5.940433609682913,EpsilonGreedyBandit
3,4.440857582342458,EpsilonGreedyBandit
2,2.086972339986733,EpsilonGreedyBandit
1,3.149293004930329,EpsilonGreedyBandit
1,1.0405362829231564,EpsilonGreedyBandit
3,3.8958857935688638,EpsilonGreedyBandit
2,2.8136503262434935,EpsilonGreedyBandit
2,4.9704524996334545,EpsilonGreedyBandit
3,4.8986176639752905,EpsilonGreedyBandit
0,2.5663456646473746,EpsilonGreedyBandit
0,1.4595320408037862,EpsilonGreedyBandit
0,0.32951073128008757,EpsilonGreedyBandit
0,0.6987590460755004,EpsilonGreedyBandit
1,3.186533291514259,EpsilonGreedyBandit
1,2.4566762383504535,EpsilonGreedyBandit
3,3.935929486507027,EpsilonGreedyBandit
1,3.8762053938970986,EpsilonGreedyBandit
3,3.007326912396946,EpsilonGreedyBandit
3,4.24781465294792,EpsilonGreedyBandit
1,1.0479328069733915,EpsilonGreedyBandit
